ID,Date,Condition,Collector,Location,DS,IC,Comp,Age,Gender,Student,Mjr.Occ,ES1,ES2,ES3,ES4,ES5,ES6,ES7,ES8,Imp.1,Eff.1,Exc,Comments,Collection,DV,filter_$
A1,2/20/17,H,TT,UVA Campus,1,1,1,18,F,Y,Undecided,6,5,5,6,4,5,7,6,7,6,0,NA,1,5.5,1
A2,2/20/17,H,TT,UVA Campus,1,1,1,21,F,Y,Biology,5,5,5,6,5,5,5,5,5,4,0,NA,1,5,1
A3,2/20/17,H,TT,UVA Campus,1,1,1,19,F,Y,Environmental Science,5,6,5,7,6,6,7,6,6,6,0,NA,1,6,1
A4,2/20/17,H,TT,UVA Campus,1,1,1,18,F,Y,Undeclared,7,7,7,7,6,6,7,6,6,6,0,NA,1,6.5,1
A5,2/20/17,H,TT,UVA Campus,1,1,1,19,F,Y,Biology,6,6,6,7,6,6,7,6,5,5,0,NA,1,6.166666667,1
A6,2/20/17,H,TT,UVA Campus,1,1,1,21,F,Y,Human Biology,7,7,6,6,6,6,7,6,5,5,0,NA,1,6.5,1
A7,2/20/17,H,DF,UVA Campus,1,1,1,22,F,Y,Biology,6,7,6,7,7,7,7,6,7,6,0,NA,1,6.666666667,1
A8,2/20/17,H,DF,UVA Campus,1,1,1,19,F,Y,Nursing,7,6,6,7,7,7,7,7,6,6,0,NA,1,6.833333333,1
A9,2/20/17,H,DF,UVA Campus,1,1,1,22,F,Y,Biology,5,7,7,7,6,6,7,5,5,5,0,NA,1,6,1
A10,2/20/17,H,DF,UVA Campus,1,1,1,19,M,Y,Public policy or government,7,7,6,5,7,7,7,6,6,5,0,NA,1,6.833333333,1
A11,2/21/17,L,SC,UVA Campus,1,1,1,19,F,Y,"Government, economics",7,4,4,7,7,7,7,6,5,6,0,NA,1,6.333333333,1
A12,2/21/17,L,SC,UVA Campus,1,1,1,27,M,Y,Physics (Ph.D candidate),7,6,7,7,6,6,6,6,6,6,0,NA,1,6.166666667,1
A13,2/21/17,L,SC,UVA Campus,1,1,1,23,F,Y,"Chemistry, psychology",6,6,6,6,7,6,5,4,7,5,0,NA,1,5.666666667,1
A14,2/23/17,L,SC,UVA Campus,1,1,1,20,F,Y,Biochemistry,7,6,6,6,7,7,7,6,6,5,0,NA,1,6.666666667,1
A15,2/23/17,L,SC,UVA Campus,1,1,1,20,F,Y,Economics,6,6,6,6,7,6,6,6,5,5,0,NA,1,6.166666667,1
A16,2/23/17,L,SC,UVA Campus,1,1,1,20,M,Y,"Economics, statistics",6,5,7,6,5,6,7,6,6,5,0,NA,1,5.833333333,1
A17,2/23/17,L,SC,UVA Campus,1,1,1,22,M,Y,Psychology,7, ,6,6,6,6,7,6,6,6,0,NA,1,6.4,1
A18,2/23/17,L,SC,UVA Campus,1,1,1,20,F,Y,Biology,7,6,6,6,7,7,7,6,6,6,0,NA,1,6.666666667,1
A19,2/23/17,L,SC,UVA Campus,1,1,1,20,F,Y,Public policy,7,7,4,5,6,6,7,6,5,5,0,NA,1,6.5,1
A20,2/20/17,L,NK,UVA Campus,1,1,1,19,F,Y,Psychology,7,7,6,5,7,7,7,7,2,4,0,NA,1,7,1
A21,2/20/17,L,NK,UVA Campus,1,1,1,19,F,Y,0,5,5,4,5,4,4,5,5,5,5,0,NA,1,4.666666667,1
A22,2/20/17,L,NK,UVA Campus,1,1,1,21,M,Y,CogSci / Pre-Med,7,6,5,7,7,6,7,6,6,4,0,NA,1,6.5,1
A23,2/20/17,L,NK,UVA Campus,1,1,1,19,F,Y,Chemistry,3,3,5,6,4,3,2,2,6,6,0,NA,1,2.833333333,1
A24,2/20/17,L,NK,UVA Campus,1,1,1,19,F,Y,Chemistry,6,6,5,5,5,7,7,6,5,4,0,NA,1,6.166666667,1
A25,2/20/17,L,NK,UVA Campus,1,1,1,19,F,Y,Public Health,6,7,6,7,7,7,7,7,6,5,0,NA,1,6.833333333,1
A26,2/20/17,L,NK,UVA Campus,1,1,1,22,F,Y,Public Policy & Leadership,6,6,4,6,7,5,7,6,5,5,0,NA,1,6.166666667,1
A27,2/20/17,L,NK,UVA Campus,1,1,1,19,F,Y,Statistics,6,6,6,7,7,5,7,6,4,3,0,NA,1,6.166666667,1
A28,2/20/17,L,NK,UVA Campus,1,1,1,21,F,Y,"Anthropology / Women, Gender, & Sexualities",6,6,6,7,7,6,7,5,7,5,0,NA,1,6.166666667,1
A29,2/20/17,L,NK,UVA Campus,1,1,1,22,M,Y,Aerospace Engineering,6,6,5,7,7,7,7,7,7,6,0,NA,1,6.666666667,1
A30,2/20/17,L,NK,UVA Campus,1,1,1,21,M,Y,Civil Engineering,5,6,4,7,6,6,7,5,5,5,0,NA,1,5.833333333,1
A31,2/24/17,H,NK,UVA Campus,1,1,1,24,M,Y,Chemical engineering,6,6,5,7,7,6,7,6,7,6,0,NA,1,6.333333333,1
A32,2/24/17,H,NK,UVA Campus,1,1,1,18,F,Y,"Computer science, cognitive science",6,6,6,7,6,6,6,5,5,5,0,NA,1,5.833333333,1
A33,2/24/17,H,NK,UVA Campus,1,1,1,22,F,Y,"English, government",7,6,5,5,7,7,7,6,6,6,0,NA,1,6.666666667,1
A34,2/24/17,H,NK,UVA Campus,1,1,1,21,F,Y,"Biology, spanish",6,6,7,7,7,7,7,6,5,6,0,NA,1,6.5,1
A35,2/24/17,H,NK,UVA Campus,1,1,1,19,F,Y,Environmental Science,7,7,7,6,7,7,7,7,6,6,0,NA,1,7,1
A36,2/24/17,H,NK,UVA Campus,1,1,1,19,M,Y,Biomedical engineering,6,5,7,5,7,6,7,5,7,5,0,NA,1,6,1
A37,2/24/17,H,DF,UVA Campus,1,1,1,19,M,Y,"Foreign affairs, Econ",7,6,6,7,7,7,6,6,5,4,0,NA,1,6.5,1
A38,2/24/17,H,DF,UVA Campus,1,1,1,18,F,Y,"Undeclared, CS",5,6,6,5,7,7,6,5,3,3,0,NA,1,6,1
A39,2/24/17,H,DF,UVA Campus,1,1,1,18,F,Y,"Biology, english",7,6,7,7,7,7,6,6,4,4,0,NA,1,6.5,1
A40,2/24/17,H,DF,UVA Campus,1,1,1,18,M,Y,0,6,7,5,3,5,6,6,4,6,6,0,NA,1,5.666666667,1
A41,2/24/17,H,DF,UVA Campus,1,1,1,18,F,Y,Biology (tbd),6,5,7,7,7,6,7,6,7,5,0,NA,1,6.166666667,1
A42,2/24/17,H,DF,UVA Campus,1,1,1,19,F,Y,"Economics, global public health (undeclared)",6,7,5,7,6,6,7,5,7,6,0,NA,1,6.166666667,1
A43,2/24/17,H,DF,UVA Campus,1,1,1,20,F,Y,Global studies,6,6,7,7,6,6,7,6,6,6,0,NA,1,6.166666667,1
A44,2/24/17,H,DF,UVA Campus,1,1,1,20,F,Y,Kinesiology,7,7,6,7,7,7,7,7,6,6,0,NA,1,7,1
A45,2/24/17,H,DF,UVA Campus,1,1,1,18,F,Y,Global studies,5,2,4,5,6,5,6,5,5,4,0,NA,1,4.833333333,1
A46,2/24/17,H,DF,UVA Campus,1,1,1,19,M,Y,Biomedical engineering,6,7,5,7,7,5,7,5,6,7,0,NA,1,6.166666667,1
A47,2/24/17,H,DF,UVA Campus,1,1,1,18,F,Y,Foreign affairs,6,7,6,6,6,6,7,6,6,6,0,NA,1,6.333333333,1
A48,2/24/17,H,DF,UVA Campus,1,1,1,18,M,Y,"Communications, Economics (undecided)",6,5,6,5,6,6,6,5,5,5,0,NA,1,5.666666667,1
A49,2/24/17,H,DF,UVA Campus,1,1,1,19,F,Y,"Biology, italian",6,5,6,7,6,6,7,6,5,5,0,NA,1,6,1
A50,2/27/17,H,DF,UVA Campus,1,1,1,18,F,Y,Biology,5,5,6,6,5,5,6,6,6,5,0,NA,1,5.333333333,1
A51,2/27/17,L,DF,UVA Campus,1,1,1,19,M,Y,Pre-commerce (undecided),4,3,5,7,5,3,6,5,5,5,0,NA,1,4.333333333,1
A52,2/27/17,L,DF,UVA Campus,1,1,1,19,M,Y,Medieval studies,6,7,5,6,6,6,6,6,5,5,0,NA,1,6.166666667,1
A53,2/27/17,L,DF,UVA Campus,1,1,1,19,F,Y,History,6,6,5,5,6,6,6,5,5,5,0,NA,1,5.833333333,1
A54,2/27/17,L,DF,UVA Campus,1,1,1,18,M,Y,Environmental chemistry,7,7,7,7,6,6,7,4,4,5,0,NA,1,6.166666667,1
A55,2/27/17,L,DF,UVA Campus,1,1,1,19,F,Y,Pre-med,5,6,5,6,6,6,7,5,5,5,0,NA,1,5.833333333,1
A56,2/27/17,L,DF,UVA Campus,1,1,1,18,M,Y,"Biochemistry, computer science",6,7,5,6,6,6,6,5,5,6,0,NA,1,6,1
A57,2/27/17,L,DF,UVA Campus,1,1,1,18,M,Y,Economics,4,2,6,6,5,5,6,4,7,7,0,NA,1,4.333333333,1
A58,2/27/17,L,DF,UVA Campus,1,1,1,22,M,Y,Computer science,6,6,3,5,7,6,7,5,5,5,0,NA,1,6.166666667,1
A59,2/27/17,L,DF,UVA Campus,1,1,1,19,M,Y,Computer science,7,7,7,7,6,6,7,6,5,4,0,NA,1,6.5,1
A60,2/27/17,L,DF,UVA Campus,1,1,1,20,F,Y,"English, biology",6,6,6,6,6,5,5,5,2,3,0,NA,1,5.5,1
A61,2/28/17,H,SC,UVA Campus,1,1,1,19,F,Y,Undecided,5,6,3,3,6,6,6,6,3,5,0,NA,1,5.833333333,1
A62,2/28/17,H,SC,UVA Campus,1,1,1,18,F,Y,Undecided,7,6,5,7,7,5,7,5,6,6,0,NA,1,6.166666667,1
A63,2/28/17,H,SC,UVA Campus,1,1,1,20,M,Y,Chemical engineering,5,6,4,5,3,4,4,4,6,6,0,NA,1,4.333333333,1
A64,2/28/17,H,SC,UVA Campus,1,1,1,21,F,Y,Chemical engineering,6,6,7,6,6,6,7,7,4,3,0,NA,1,6.333333333,1
A65,3/1/17,H,NK,UVA Campus,1,1,1,20,F,Y,Chemistry,5,5,6,5,7,6,7,5,5,6,0,NA,1,5.833333333,1
A66,3/1/17,H,NK,UVA Campus,1,1,1,19,F,Y,Human biology,6,5,6,7,6,6,6,6,5,5,0,NA,1,5.833333333,1
A67,3/1/17,H,NK,UVA Campus,1,1,1,19,F,Y,"Biology, spanish",6,6,5, ,7,6,6,6,6,6,0,NA,1,6.166666667,1
A68,3/1/17,H,NK,UVA Campus,1,1,1,20,F,Y,Foreign affairs,6,5,6,7,7,6,7,6,7,6,0,NA,1,6.166666667,1
A69,3/1/17,H,NK,UVA Campus,1,1,1,48,0,N,Data scientist,6,6, , ,6,6,6, ,6,4,0,NA,1,6,1
A70,3/3/17,H,TT,UVA Campus,1,1,1,21,M,Y,Spanish,7,6, ,4,7,6,7,6,4,6,0,NA,1,6.5,1
A71,3/1/17,L,TT,UVA Campus,1,1,1,22,F,Y,"Foreign affairs, economics",6,5,5,5,6,6,6,6,5,4,0,NA,1,5.833333333,1
A72,3/1/17,L,TT,UVA Campus,1,1,1,21,F,Y,Accounting,5,5,5,4,6,5,7,5,5,4,0,NA,1,5.5,1
A73,3/1/17,L,TT,UVA Campus,1,1,1,21,F,Y,Foreign affairs,6,7,7,7,7,7,7,7,5,5,0,NA,1,6.833333333,1
A74,3/1/17,L,TT,UVA Campus,1,1,1,19,M,Y,Biology,7,7,7,7,7,7,7,7,1,5,0,NA,1,7,1
A75,3/1/17,L,TT,UVA Campus,1,1,1,21,F,Y,Biology,5,4,4,6,7,5,7,5,5,5,0,NA,1,5.5,1
A76,3/1/17,L,TT,UVA Campus,1,1,1,18,F,Y,Nursing,6,4,6,5,6,6,7,5,5,5,0,NA,1,5.666666667,1
A77,3/1/17,L,TT,UVA Campus,1,1,1,20,M,Y,Cognitive science,6,5,5,6,7,6,6,5,7,6,0,NA,1,5.833333333,1
A78,3/2/17,L,SC,UVA Campus,1,1,1,18,F,Y,SEAS-BME,7,6,7,7,7,7,7,6,7,7,0,NA,1,6.666666667,1
A79,3/2/17,L,SC,UVA Campus,1,1,1,19,M,Y,Sociology,6,5,5,5,4,6,6,6,6,6,0,NA,1,5.5,1
A80,3/2/17,L,SC,UVA Campus,1,1,1,20,F,Y,"Nursing, psychology",7,6,6,7,6,6,7,7,6,6,0,NA,1,6.5,1
A81,3/3/17,H,TT,UVA Campus,1,1,1,21,F,Y,Biology,4,5,5,6,5,5,6,4,7,7,0,NA,1,4.833333333,1
A82,3/3/17,H,TT,UVA Campus,1,1,1,20,F,Y,Biostatistics,7,4,5,5,7,7,7,5,6,6,0,NA,1,6.166666667,1
A83,3/3/17,H,TT,UVA Campus,1,1,1,20,F,Y,Chemistry,5,5,5,5,5,5,4,5,6,6,0,NA,1,4.833333333,1
A84,3/13/17,H,TT,UVA Campus,1,1,1,20,F,Y,Cognitive science,7,6,5,7,6,7,7,6,4,5,0,NA,1,6.5,1
A85,3/13/17,H,TT,UVA Campus,1,1,1,22,F,Y,Political science,7,6,6,7,7,7,7,7,6,6,0,NA,1,6.833333333,1
A86,3/15/17,H,NK,UVA Campus,1,1,1,21,F,Y,Biology,6,6,6,7,5,6,7,6,6,5,0,NA,1,6,1
A87,3/15/17,H,NK,UVA Campus,1,1,1,19,F,Y,Kinesiology,6,7,6,6,7,7,7,6,5,5,0,NA,1,6.666666667,1
A88,3/15/17,H,NK,UVA Campus,1,1,1,21,F,Y,Psychology,7,7,7,4,7,7,7,6,7,3,0,NA,1,6.833333333,1
A89,3/15/17,H,NK,UVA Campus,1,1,1,19,F,Y,Anthropology,7,6,6,7,7,7,7,7,7,5,0,NA,1,6.833333333,1
A90,3/15/17,H,NK,UVA Campus,1,1,1,18,F,Y,Chemical engineering,7,7,7,7,7,7,7,6,7,7,0,NA,1,6.833333333,1
A91,3/2/17,L,SC,UVA Campus,1,1,1,20,F,Y,"Foreign affairs, media studies",6,6,7,7,6,6,7,7,5,5,0,NA,1,6.333333333,1
A92,3/2/17,L,SC,UVA Campus,1,1,1,21,F,Y,Economics,5,6,5,6,6,6,5,5,5,5,0,NA,1,5.5,1
A93,3/2/17,L,SC,UVA Campus,1,1,1,21,M,Y,Architecture,6,6,5,4,4,4,5,5,5,3,0,NA,1,5,1
A94,3/3/17,L,NK,UVA Campus,1,1,1,20,F,Y,Computer Science,5,5,4,6,6,5,6,5,6,5,0,NA,1,5.333333333,1
A95,3/3/17,L,NK,UVA Campus,1,1,1,19,F,Y,Biochemistry,6,5,5,7,6,6,7,4,7,6,0,NA,1,5.666666667,1
A96,3/3/17,L,NK,UVA Campus,1,1,1,20,M,Y,0,6,6,5,5,7,6,7,6,6,6,0,NA,1,6.333333333,1
A97,3/3/17,L,NK,UVA Campus,1,1,1,21,F,Y,Psychology/Elementary Education,7,7,6,7,7,7,7,6,6,5,0,NA,1,6.833333333,1
A98,3/3/17,L,NK,UVA Campus,1,1,1,19,M,Y,Computer Science,6,6,6,7,6,6,5,5,6,5,0,NA,1,5.666666667,1
A99,3/3/17,L,NK,UVA Campus,1,1,1,21,F,Y,Chemistry,6,5,6,7,5,6,7,6,6,6,0,NA,1,5.833333333,1
A100,3/3/17,L,NK,UVA Campus,1,1,1,19,F,Y,Political Science,7,6,5,7,7,6,6,6,7,6,0,NA,1,6.333333333,1
A101,3/16/17,H,SC,UVA Campus,1,1,1,21,M,Y,"English, media studies",6,6,6,7,5,4,7,6,3,3,0,NA,1,5.666666667,1
A102,3/16/17,H,SC,UVA Campus,1,1,1,21,M,Y,"Poetry writing, studio art",6,5,4,5,6,6,6,6,5,7,0,NA,1,5.833333333,1
A103,3/16/17,H,SC,UVA Campus,1,1,1,18,F,Y,Psychology,6,6,5,6,6,6,6,5,5,5,0,NA,1,5.833333333,1
A104,3/16/17,H,SC,UVA Campus,1,1,1,18,F,Y,"Political philosophy, policy, & law",6,5,5,7,6,6,6,6,6,5,0,NA,1,5.833333333,1
A105,3/16/17,H,SC,UVA Campus,1,1,1,22,M,Y,Economics,6,6,5,7,5,6,7,6,7,6,0,NA,1,6,1
A106,3/16/17,H,SC,UVA Campus,1,1,1,20,F,Y,"Public policy, economics",6,6,6,6,5,6,7,6,4,3,0,NA,1,6,1
A107,3/17/17,H,NK,UVA Campus,1,1,1,21,M,Y,Biology,6,5,5,6,6,6,7,6,6,4,0,NA,1,6,1
A108,3/17/17,H,NK,UVA Campus,1,1,1,20,M,Y,"Biology, psychology",7,6,6,7,6,4,7,5,7,5,0,NA,1,5.833333333,1
A109,3/17/17,H,NK,UVA Campus,1,1,1,19,F,Y,Global public health (pre-medical),5,5,6,4,4,5,5,4,6,5,0,NA,1,4.666666667,1
A110,3/21/17,H,NK,UVA Campus,1,1,1,21,M,Y,Computer engineering,6,4,5,5,6,6,6,5,5,4,0,NA,1,5.5,1
A111,3/20/17,L,NK,UVA Campus,1,1,1,20,M,Y,Biology,6,6,6,6,5,6,6,6,6,7,0,NA,1,5.833333333,1
A112,3/20/17,L,NK,UVA Campus,1,1,1,19,F,Y,"Biology, Global public health",6,5,6,6,5,6,6,5,4,5,0,NA,1,5.5,1
A113,3/20/17,L,NK,UVA Campus,1,1,1,22,F,N,International campus ministry,6,6,6,6,5,6,7,6,5,5,0,NA,1,6,1
A114,3/20/17,L,NK,UVA Campus,1,1,1,21,F,Y,Russian language & literature,6,6,6,5,4,5,6,5,6,6,0,NA,1,5.333333333,1
A115,3/20/17,L,NK,UVA Campus,1,1,1,21,F,Y,American studies & history,6,5,5,7,7,7,7,6,6,5,0,NA,1,6.333333333,1
A116,3/20/17,L,NK,UVA Campus,1,1,1,19,F,Y,"Environmental science, studio art",6,6,6,5,7,6,7,6,6,4,0,NA,1,6.333333333,1
A117,3/20/17,L,NK,UVA Campus,1,1,1,21,F,Y,Psychology,6,6,6,7,6,6,7,5,6,6,0,NA,1,6,1
A118,3/20/17,L,DF,UVA Campus,1,1,1,18,F,Y,Mechanical engineering,7,6,5,5,7,7,7,5,5,5,0,NA,1,6.5,1
A119,3/20/17,L,DF,UVA Campus,1,1,1,22,M,Y,Biology,6,5,5,6,6,6,7,6,4,5,0,NA,1,6,1
A120,3/20/17,L,DF,UVA Campus,1,1,1,22,M,Y,Youth and Social Innovation,6,5,6,7,5,7,7,5,6,6,0,NA,1,5.833333333,1
A121,3/21/17,H,NK,UVA Campus,1,1,1,21,F,Y,"Communication disorders, psychology",5,6,6,5,6,6,6,6,5,5,0,NA,1,5.833333333,1
A122,3/21/17,H,NK,UVA Campus,1,1,1,18,F,Y,Economics,6,6,4,7,7,6,7,4,1,4,0,NA,1,6,1
A123,3/21/17,H,NK,UVA Campus,1,1,1,21,F,Y,Biology,6,7,6,4,6,6,6,6,5,6,0,NA,1,6.166666667,1
A124,3/21/17,H,NK,UVA Campus,1,1,1,22,F,Y,Biomedical engineering,7,7,7,4,7,6,7,7,5,4,0,NA,1,6.833333333,1
A125,3/21/17,H,NK,UVA Campus,1,1,1,21,F,Y,Computer science,5,6,6,7,6,6,6,5,7,6,0,NA,1,5.666666667,1
A126,3/21/17,H,NK,UVA Campus,1,1,1,25,M,Y,Biology,7,6,6,5,5,6,6,6,7,7,0,NA,1,6,1
A127,3/21/17,H,SC,UVA Campus,1,2,1,21,F,Y,Sociology,6,5,6,7,5,5,6,5,6,5,0,NA,1,5.333333333,1
A128,3/22/17,H,TT,UVA Campus,1,1,1,21,F,Y,"Biology, music",6,6,6,7,7,6,6,6,5,5,0,NA,1,6.166666667,1
A129,3/22/17,H,TT,UVA Campus,1,1,1,24,F,Y,Biology,6,6,6,7,6,6,6,6,5,4,0,NA,1,6,1
A130,3/22/17,H,DF,UVA Campus,1,1,1,21,M,Y,Economics,6,6,5,7,6,6,7,6,5,6,0,NA,1,6.166666667,1
A131,3/21/17,L,SC,UVA Campus,1,1,1,40,F,N,Cook,5,6,6,7,5,6,5,5,4,3,0,NA,1,5.333333333,1
A132,3/21/17,L,SC,UVA Campus,1,1,1,20,M,Y,Computer Science,4,3,5,4,3,3,2,1,4,5,0,NA,1,2.666666667,1
A133,3/21/17,L,SC,UVA Campus,1,1,1,20,M,Y,Computer Science,3,4,4,4,4,4,4,4,7,3,0,NA,1,3.833333333,1
A134,3/21/17,L,SC,UVA Campus,1,1,1,22,F,N,UVA Dining aramark,4,5,5,6,7,6,7,7,6,6,0,NA,1,6,1
A135,3/21/17,L,SC,UVA Campus,1,1,1,22,M,Y,Biochemistry,6,5,4,5,6,6,6,4,5,5,0,NA,1,5.5,1
A136,3/21/17,L,SC,UVA Campus,1,1,1,20,F,Y,"English, elementary education",5,5,6,6,5,6,7,5,6,7,0,NA,1,5.5,1
A137,3/21/17,L,SC,UVA Campus,1,1,1,21,M,Y,"Linguistics, computer science",5,4,5,7,4,5,6,5,5,6,0,NA,1,4.833333333,1
A138,3/21/17,L,SC,UVA Campus,1,1,1,20,F,Y,Politics,5,7,6,5,6,5,6,5,5,7,0,NA,1,5.666666667,1
A139,3/21/17,L,SC,UVA Campus,1,2,1,19,M,Y,"Commerce, statistics",5,3,5,5,5,5,4,4,5,5,0,NA,1,4.333333333,1
A140,3/21/17,L,SC,UVA Campus,1,1,1,22,M,Y,Commerce,6,6,6,5,6,6,6,5,6,5,0,NA,1,5.833333333,1
A141,3/22/17,H,DF,UVA Campus,1,1,1,20,M,Y,Economics,6,6,6,7,6,6,6,6,5,4,0,NA,1,6,1
A142,3/22/17,H,DF,UVA Campus,1,1,1,21,F,Y,Biomedical engineering,6,5,7,6,7,6,7,6,5,4,0,NA,1,6.166666667,1
A143,3/22/17,H,DF,UVA Campus,1,1,1,22,M,Y,"Computer science, History",6,4,7,5,6,6,7,5,6,7,0,NA,1,5.666666667,1
A144,3/22/17,H,DF,UVA Campus,1,1,1,20,F,Y,Statistics,6,6,6,7,7,6,7,6,4,4,0,NA,1,6.333333333,1
A145,3/22/17,H,DF,UVA Campus,1,1,1,20,F,Y,English,7,7,6,7,6,6,7,6,6,5,0,NA,1,6.5,1
A146,3/23/17,H,SC,UVA Campus,1,1,1,20,F,Y,Psychology,5,5,6,4,6,5,5,6,6,4,0,NA,1,5.333333333,1
A147,3/23/17,H,SC,UVA Campus,1,1,1,20,M,Y,Politics,4,4,4,4,5,7,7,4,7,6,0,NA,1,5.166666667,1
A148,3/23/17,H,SC,UVA Campus,1,1,1,19,M,Y,"Computer science, Economics",7,6,7,7,7,7,7,7,7,6,0,NA,1,6.833333333,1
A149,3/27/17,H,TT,UVA Campus,1,1,1,19,F,Y,Biology,5,5,5,6,6,5,6,5,5,6,0,NA,1,5.333333333,1
A150,3/27/17,H,TT,UVA Campus,1,1,1,20,F,Y,Biology,7,7,5,7,7,7,7,7,7,7,0,NA,1,7,1
A151,3/27/17,L,DF,UVA Campus,1,1,1,19,M,Y,Educational psychology,6,6,6,7,7,6,7,7,6,5,0,NA,1,6.5,1
A152,3/27/17,L,DF,UVA Campus,1,1,1,19,F,Y,"GDS, French / Office administrative assistant",7,7,5,7,7,7,7,7,6,6,0,NA,1,7,1
A153,3/27/17,L,DF,UVA Campus,1,1,1,20,F,Y,Economics,7,6,6,6,7,7,7,7,6,5,0,NA,1,6.833333333,1
A154,3/27/17,L,DF,UVA Campus,1,1,1,22,F,Y,Leadership and public policy,5,5,6,5,6,6,6,6,5,5,0,NA,1,5.666666667,1
A155,3/27/17,L,DF,UVA Campus,1,1,1,20,F,Y,Undeclared,7,7,7,5,6,5,7,6,5,5,0,NA,1,6.333333333,1
A156,3/27/17,L,DF,UVA Campus,1,1,1,20,F,Y,"Government, English",6,7,4,4,7,5,5,4,3,7,0,NA,1,5.666666667,1
